cite	journal	year	times_cited	abstract	author_count	authors
Desmond, Scott, Kristopher Morgan & George Kikuchi. 2010. 'Religious Development: How (and Why) Does Religiosity Change From Adolescence to Young Adulthood?.' Sociological Perspectives. 53:2 247-270.	Sociological Perspectives	2010	9	Researchers have argued for longitudinal studies that focus more attention on how religious attitudes and behaviors change during adolescence and, especially, as adolescents make the transition to young adulthood. Therefore, the authors use growth curve modeling to examine the influence of parents and peers on adolescent religious service attendance and belief in the importance of religion using five waves (eight years) of the National Youth Survey (1979-1987). The results suggest adolescents who live with both of their biological parents have higher initial levels of religious service attendance, but their religious service attendance decreases more rapidly over time. The pattern of results for peer attachment is similar. Compared to adolescents with low peer attachment, adolescents with high peer attachment are more likely to attend religious services initially and to believe that religion is important, but their religious service attendance and belief in the importance of religion decreases more rapidly over time.	3	Scott A. Desmond; Kristopher H. Morgan; George Kikuchi
Kalmijn, Matthijs. 2010. 'Consequences of Racial Intermarriage for Children's Social Integration.' Sociological Perspectives. 53:2 271-286.	Sociological Perspectives	2010	3	Much has been written on ethnic and racial intermarriage, but little research is available on the social consequences of intermarriage. Are the children of mixed marriages more strongly connected to the majority, or are they incorporated in the ethnic or racial minority group? To answer this question, this article uses a minority survey from the Netherlands with data collected from both parents and children. The focus is on Antilleans and Surinamese and children of marriages in which both spouses are black are compared to children of marriages in which one spouse is white and one spouse is black. The analyses provide strong support for the integrative effects of intermarriage on children. These effects are not conditional on the socioeconomic status of the parents. Moreover, the effect on children can be explained in terms of the more diverse meeting opportunities that parents in a mixed marriage provide to their children.	1	Matthijs Kalmijn
Song, Miri & Ferhana Hashem. 2010. 'What Does ``white'' Mean? Interpreting the Choice of ``race'' by Mixed Race Young People in Britain.' Sociological Perspectives. 53:2 287-292.	Sociological Perspectives	2010	2	Despite the often cited idea that racial identities are socially constructed, and potentially fluid, much public policy is still based on surveys that elicit only one measure of racial identity. A number of U. S. studies have employed ``best single race'' questions on racial identification, in which multiracial respondents are asked to choose only one race to describe themselves. We extend some American studies by examining responses to a ``best single race'' survey question posed to a small sample of multiracial young people in Britain. In-depth interviews with British multiracial respondents are employed to investigate the extent to which a ``best single race'' (BSR) question captures someone's sense of attachment and belonging to a particular ethnic or racial group. In particular, we focus on how we should interpret East Asian/white respondents' choice of ``white'' as their BSR.	2	Miri Song; Ferhana Hashem
Colomy, Paul & Robert Granfield. 2010. 'Losing Samson: Nature, Crime, and Boundaries.' Sociological Quarterly. 51:3 355-383.	Sociological Quarterly	2010	1	This article examines a community's reaction to the poaching of a large elk. Extending the Durkheimian approach to nature, crime, law, and social control, this study discusses the anguish and anger provoked by the infraction, tributes to the fallen animal, calls for more severe and certain sanctions for poaching, and the boundaries affirmed in the incident's aftermath. The implications of this communal response to a wildlife offense for criminalization and conceptions of community are considered.	2	Paul Colomy; Robert Granfield
Somma, Nicolas. 2010. 'How Do Voluntary Organizations Foster Protest? the Role of Organizational Involvement on Individual Protest Participation.' Sociological Quarterly. 51:3 384-407.	Sociological Quarterly	2010	0	Prior research shows that members of voluntary organizations are more likely to protest than nonmembers. But why, among members, do some protest while others do not? I explore whether organizational involvement-the extent in which members engage in the ``life'' of their organizations-affects protest. I identify four dimensions of involvement-time and money contributions, participation in activities, psychological attachment, and embeddedness in interpersonal communication networks. Only the first dimension has robust effects on protest, and they are nonlinear: intermediate contributors have the highest protest rates. The three other dimensions substantially increase protest only under specific ``involvement profiles.''.	1	Nicolas M. Somma
Uecker, Jeremy & Mark Regnerus. 2010. 'Bare Market: Campus Sex Ratios, Romantic Relationships, and Sexual Behavior.' Sociological Quarterly. 51:3 408-435.	Sociological Quarterly	2010	9	Using a nationally representative sample of college women, we evaluate the effect of campus sex ratios on women's relationship attitudes and behaviors. Our results suggest that women on campuses where they comprise a higher proportion of the student body give more negative appraisals of campus men and relationships, go on fewer traditional dates, are less likely to have had a college boyfriend, and are more likely to be sexually active. These effects appear to stem both from decreased dyadic power among women on campuses where they are more numerous and from their increased difficulty locating a partner on such campuses.	2	Jeremy E. Uecker; Mark D. Regnerus
Eitle, David & Tamela Eitle. 2010. 'Public School Segregation and Juvenile Violent Crime Arrests in Metropolitan Areas.' Sociological Quarterly. 51:3 436-459.	Sociological Quarterly	2010	5	Previous research has established an association between residential segregation and violent crime in urban America. Our study examines whether school-based segregation is predictive of arrests of juveniles for violent crimes in U.S. metro areas. Using Census, Uniform Crime Report, and Common Core data for 204 metro areas, a measure of school-based racial segregation, Theil's entropy index, is decomposed into two components: between- and within-district segregation. Findings reveal evidence of a significant interaction term: Within-district segregation is inversely associated with arrests for juvenile violence, but only in metropolitan areas with higher than average levels of between-district segregation.	2	David Eitle; Tamela McNulty Eitle
Jaeger, Mads & Tally Katz-Gerro. 2010. 'the Rise of the Eclectic Cultural Consumer in Denmark, 1964-2004.' Sociological Quarterly. 51:3 460-483.	Sociological Quarterly	2010	4	Existing research on cultural stratification and consumption patterns rarely presents a cross-time comparative perspective and rarely goes back before the 1980s. This article employs a unique series of surveys on cultural participation collected in Denmark over the period 1964-2004 to map the historical development of three distinct cultural consumption groups (eclectic, moderate, limited) also identified in previous research. We report two major findings. First, the eclectic (or ``omnivorous'') cultural consumption group existed as far back as the 1960s and has since the 1980s comprised about 10 percent of the Danish population. Second, the major stratification variables-income, education, and social class-are strong predictors of cultural eclecticism in Denmark, and the predictive power of these stratification variables appears not to have declined in any substantive way over the past 40 years.	2	Mads Meier Jaeger; Tally Katz-Gerro
Ueno, Koji. 2010. 'Same-sex Experience and Mental Health During the Transition Between Adolescence and Young Adulthood.' Sociological Quarterly. 51:3 484-510.	Sociological Quarterly	2010	8	Previous research has demonstrated that people who report same-sex experience tend to have poorer mental health than heterosexual people in adolescence and adulthood. Yet, little is known about how same-sex experience is associated with changes in mental health between the two life stages. Using data from the National Longitudinal Study of Adolescent Health (n = 12,056), this study assesses patterns of same-sex experience between adolescence and young adulthood and their consequences for changes in depressive symptoms, binge drinking, and drug use. Compared to people with no same-sex experience, those who report such experience only in adolescence show greater levels of mental health problems in adolescence, but they do not show any worse mental health changes during the transition into young adulthood. People who develop their first same-sex experience in young adulthood, however, tend to show worse changes, consistent with the argument that entry into a stigmatized role is psychologically harmful. Among females, those who report same-sex experience in both life stages also show worse mental health changes, indicating that the continuity in minority status contributes to their cumulative disadvantage. However, these differences are modest, and substantial amounts of variations in mental health changes are observed within each group. Findings are used to address the dynamic aspect of mental health disparity linked to sexuality.	1	Koji Ueno
Austin, Kelly. 2010. 'Soybean Exports and Deforestation From a World-systems Perspective: a Cross-national Investigation of Comparative Disadvantage.' Sociological Quarterly. 51:3 511-536.	Sociological Quarterly	2010	2	This article draws on world-system theorizing to explore the relationship between deforestation and the vertical flow of soybean exports from less-developed nations to more-developed nations as a specific form of ecologically unequal exchange. Despite overwhelming case-study research exploring soybean-deforestation dynamics in less-developed countries, the current literature lacks any cross-national investigation of this trend. Ordinary least squares regression is used to examine whether soybean exports are associated with deforestation and if the magnitude of this relationship varies by region. Overall, the findings confirm the proposed hypotheses and suggest that having a comparative advantage in soybean production is not a viable development strategy.	1	Kelly F. Austin
Choo, Hae & Myra Ferree. 2010. 'Practicing Intersectionality in Sociological Research: a Critical Analysis of Inclusions, Interactions, and Institutions in the Study of Inequalities.' Sociological Theory. 28:2 129-149.	Sociological Theory	2010	46	In this article we ask what it means for sociologists to practice intersectionality as a theoretical and methodological approach to inequality. What are the implications for choices of subject matter and style of work? We distinguish three styles of understanding intersectionality in practice: group-centered, process-centered, and system-centered. The first. emphasizes placing multiply-marginalized groups and their perspectives at the center of the research. The second, intersectionality as a process, highlights power as relational, seeing the interactions among variables as multiplying oppressions at various points of intersection, and drawing attention to unmarked groups. Finally, seeing intersectionality as shaping the entire social system pushes analysis away from associating specific inequalities with unique institutions, instead looking for processes that are fully interactive, historically co-determining, and complex. Using several examples of recent, highly regarded qualitative studies, we draw attention to the comparative, contextual, and complex dimensions of sociological analysis that can be missing even when race, class, and gender are explicitly brought together.	2	Hae Yeon Choo; Myra Marx Ferree
Beckert, Jens. 2010. 'Institutional Isomorphism Revisited: Convergence and Divergence in Institutional Change.' Sociological Theory. 28:2 150-166.	Sociological Theory	2010	6	Under the influence of groundbreaking work by John Meyer and Brian Bowen, as well as Paul DiMaggio and Walter Powell, over the last 30 years research in the new sociological institutionalism has focused on processes of isomorphism. I argue that this is a one-sided focus that leaves out many insights from other institutional and macrosociological approaches and does not do justice to actual social change because it overlooks the role played by divergent institutional development. While the suggestion of divergent trends is not new, there have been Jew attempts to integrate divergence into the theoretical premises of the new sociological institutionalism. Based on the typology proposed by DiMaggio and Powell, I show that the mechanisms identified by them as sources of isomorphic change can support processes of divergent change as well. The theoretical challenge is to identify conditions under which these mechanisms push institutional change toward homogenization or divergence.	1	Jens Beckert
Lo, Ming-Cheng & Yun Fan. 2010. 'Hybrid Cultural Codes in Nonwestern Civil Society: Images of Women in Taiwan and Hong Kong.' Sociological Theory. 28:2 167-192.	Sociological Theory	2010	1	Scholars have established that cultural codes and styles of expression in civil society must be recognized as informal mechanisms of exclusion, calling into question the possibility of the Habermasian normative ideal of the public sphere. This article joins theoretical discussions of how to remedy this problem. Going beyond Alexander's model of ``multicultural incorporation'' and borrowing from Sewell's theory of the duality of structure, we develop a theoretical framework of code hybridization to conceptualize how civil society participants achieve civil solidarity amid multiple, potentially contradictory cultural legacies. Code hybridization is a process whereby social actors not only incorporate the cultural codes of subordinate groups into the public sphere, but in doing so also potentially transform dominant codes. We conceptualize code hybridization in terms of three analytic steps: enlargement of the terrains of signification; reinterpretation of codes; and mixing of schemas. The resulting hybridized schemas and frameworks are particularly useful cultural tools for developing visions of civil inclusiveness for young, unstable civil societies. Using a brief comparative study of the representation of women in political cartoons in Hong Kong and Taiwan, we offer a concrete example of code hybridization a process linking the codes of liberty and caring while producing alternative and more inclusive narratives during moments of political agitation.	2	Ming-Cheng M. Lo; Yun Fan
Ng, Kwai & Jeffrey Kidder. 2010. 'Toward a Theory of Emotive Performance: With Lessons From How Politicians Do Anger.' Sociological Theory. 28:2 193-214.	Sociological Theory	2010	2	This article treats the public display of emotion as social performance. The concept of ``emotive performance'' is developed to highlight the overlooked quality of performativity in the social use of emotion. We argue that emotive performance is reflexive, cultural, and communicative. As an active social act, emotive performance draws from the cultural repertoire of interpretative frameworks and dominant narratives. We illustrate the utility of the concept by analyzing two episodes of unrehearsed emotive performances by two well-known politicians, Bill Clinton and Jiang Zemin. The two cases demonstrate how emotion can be analyzed as a domain in which culturally specific narratives and rhetorics are used to advance the situational agenda of actors. The concept opens up a more expansive research agenda for sociology. It pushes sociologists to pay greater attention to people's experiences, interpretations, and deployments of emotions in social life.	2	Kwai Hang Ng; Jeffrey L. Kidder
Kenny, Robert. 2010. 'Beyond the Elementary Forms of Moral Life: Reflexivity and Rationality in Durkheim's Moral Theory.' Sociological Theory. 28:2 215-244.	Sociological Theory	2010	0	Was Durkheim an apologist for the authoritarianism? Is the sociology founded upon his work incapable of critical perspective; and must it operate under the presumption that social agents, including sociologists themselves, are incapable of reflexivity? Certainly some have said so, but they may be wrong. In this essay, I address these questions in the light of Durkheim's revisionary sociology of morals. I elaborate on unfinished elements in Durkheim's abruptly concluded (because of his early and unexpected death) scholarship, pointing out Durkheim's recognition that co-present moral spheres always exist in an organically complex society, and explaining how these co-present spheres obligate social agents to untether from any absolute moral affiliations. Ultimately, then, the argument shows how the solidarity/social-order relationship is transcended within Durkheim's sociology, even by Durkheim himself	1	Robert Wade Kenny
Dillon, Michele. 2010. '2009 Association for the Sociology of Religion Presidential Address Can Post-secular Society Tolerate Religious Differences.' Sociology of Religion. 71:2 139-156.	Sociology of Religion	2010	1	Amidst the visibility of religion in everyday culture and in political and civic debates, Jurgen Habermas's recent construal of post-secular society offers an intriguing shift in his approach to the accommodation of religion in the public sphere. The post-secular society is one that recognizes the relevance of religious ideas and intuitions in informing civic discourse and contributing to remedying the social pathologies of modernity. This paper welcomes Habermas's recent religious turn, but it also underscores some of the challenges and limits religion poses to its civic accommodation. The active tolerance of, and reflexive engagement with religion required of post-secular society unearths several tensions in how religion itself is understood and practiced, and in how western societies deal with religious and cultural Otherness. Moreover, while the state may appear as a neutral actor mediating religious-based civic disputes, it too is encrusted with culturally particular understandings of what is normal and normative.	1	Michele Dillon
Swidler, Ann. 2010. '2009 Paul Hanly Furfey Lecture - the Return of the Sacred: What African Chiefs Teach Us About Secularization.' Sociology of Religion. 71:2 157-171.	Sociology of Religion	2010	0		1	Ann Swidler
Yukich, Grace. 2010. 'Boundary Work in Inclusive Religious Groups: Constructing Identity at the New York Catholic Worker.' Sociology of Religion. 71:2 172-196.	Sociology of Religion	2010	1	Many religious groups use symbolic boundary work to construct distinctive collective identity. While boundary drawing may be unproblematic for some, it can create conflict for ``inclusive'' groups. How do inclusive groups construct and solidify identity and commitment? If they use boundary work, how do they manage the conflict between exclusive ``othering'' and inclusiveness? I show that while members of the inclusive New York Catholic Worker use boundary work to construct distinctive identity, their boundary work takes place largely on an abstract level while they practice inclusion of the ``other'' in their concrete interactions. Building on Martin Buber's insights regarding the transformarive power of ``I-Thou'' encounters, I argue that concrete practices of inclusion outweigh boundary drawing in inclusive groups like the Catholic Worker. Group ideologies that encourage practices that cultivate openness to I-Thou relations, such as Catholic Worker personalism, therefore provide an advantage in balancing inclusive identity with boundary work.	1	Grace Yukich
Mooney, Margarita. 2010. 'Religion, College Grades, and Satisfaction Among Students at Elite Colleges and Universities.' Sociology of Religion. 71:2 197-215.	Sociology of Religion	2010	5	Using data from the National Longitudinal Survey of Freshmen, a sample of nearly 3,924 students at 28 of the most selective college and universities in the United States, this paper tests hypotheses about religion, academic performance, and satisfaction at college. Two measures of religiosity attending religious services every week or more and a 1 to 10 scale of observance of one's religious traditions and customs-increase the amount of hours students report spending on academic work and extracurricular activities, as well as reduce the hours students report going to parties. Even when controlling for time spent partying, studying and in extracurricular activities, regular attendance at religious services increases academic achievement. Finally, students who attend religious services weekly and those who are more observant of their religious traditions also report being more satisfied at college.	1	Margarita Mooney
Mackin, Robert. 2010. 'in Word and Deed: Assessing the Strength of Progressive Catholicism in Latin America, 1960-1970s.' Sociology of Religion. 71:2 216-242.	Sociology of Religion	2010	1	Despite the abundant research on liberation theology and religious change in Latin America, there is little agreement regarding how to assess the political orientation of national churches. This paper reviews previous strategies and proposes that any new approach should do three things. First, the strength of liberation theology should be assessed holistically, that is, by focusing on the official statements and organizational practices of bishops, priests, nuns, and laity. Second, liberation theology should be approached as a ``family resemblance concept'' and not a ``classic concept.'' Third, while most scholars identify national churches in nominal terms, I argue liberation theology varies along a continuum, from strong to weak and that its strength varies over time. The cases of Chile, Mexico, and Colombia are presented. The paper closes with a call for future research.	1	Robert Sean Mackin
Crossley, Nick. 2010. 'Networks and Complexity: Directions for Interactionist Research?.' Symbolic Interaction. 33:3 341-363.	Symbolic Interaction	2010	3	In this article I consider the potential importance of social networks for symbolic interactionism. Specifically, I argue that symbolic interactionism operates with an underdeveloped and often tacit conception of networks; that network analysis offers us various tools for further developing and operationalizing this conception, empirically; and that doing so would be to our considerable advantage. In addition, I argue that a stronger focus on networks would give interactionism an inroad into important contemporary debates on ``complexity,'' building on an obvious but again underdeveloped affinity between these two academic domains. Moreover, tackling complexity raises important and central sociological concerns of structure/agency and micro/macro, with the additional payoff that interactionism can develop and demonstrate its strengths, as an approach, in addressing the problems often associated with these concerns.	1	Nick Crossley
Salvini, Andrea. 2010. 'Symbolic Interactionism and Social Network Analysis: an Uncertain Encounter.' Symbolic Interaction. 33:3 364-388.	Symbolic Interaction	2010	1	The aim of this article is to respond to the question of whether social networks represent a possible terrain of application and investment for interactionist research. The answer to that question is, without a doubt, affirmative. What appears to be truly problematic, if not completely improbable, is that this investment can come about through a ``coming together'' of symbolic interactionism and social network analysis. The vocational focus that has evolved in the two perspectives, the conceptual frameworks and methods used for the study of social interactions and their interlinking in relational networks, presents aspects of extreme differentiation that render a possible convergence quite difficult.	1	Andrea Salvini
Newmahr, Staci. 2010. 'Power Struggles: Pain and Authenticity in Sm Play.' Symbolic Interaction. 33:3 389-411.	Symbolic Interaction	2010	2	Despite a good deal of work on pain as a social/emotional construction, the assumption persists that pain is understood and experienced as inherently and originally negative. Postmodern and constructionist treatments of pain alike focus on negotiations and mediations of pain from that point forward. This article explores the ways in which members of an SM (sadomasochism) community frame, cast, and understand the role of pain in their SM activities, toward the ultimate achievement of authenticity in experiences of power-imbalanced social interaction. This analysis, based on an in-depth ethnographic study of an SM community, identifies four main discourses of pain, three of which conform to hegemonic understandings of pain as intrinsically negative experience. It reveals the complex strategies SM participants employ to make sense of pain and contrasts this with a minority discourse in the community in which the provision and experience of pain is framed as a desirable social, carnal, and emotional experience.	1	Staci Newmahr
Reich, Jennifer. 2010. 'Children's Challenges to Efforts to Save Them: Competing Knowledges in the Child Welfare System.' Symbolic Interaction. 33:3 412-434.	Symbolic Interaction	2010	1	The child welfare system is founded on a belief that children are sometimes endangered by their parents or caregivers and must be saved by agents of the state. Children are perceived as objects to be saved, but they are rarely seen as active strategists in their interactions with child welfare system social workers. Using ethnographic data collected during observations of social workers and juvenile court proceedings, this article shows how children have their own complex understandings of state intervention and strive-to varying degrees of success-to contest official views of their lives and provide competing forms of knowledge. Specifically, children attempt to rework state actors' perceptions of their families and familial problems, use state actors as an audience for their versions of their lives, and attempt to mobilize state power for personal or material gain.	1	Jennifer A. Reich
Kraus, Rachel. 2010. '``we Are Not Strippers'': How Belly Dancers Manage a (soft) Stigmatized Serious Leisure Activity.' Symbolic Interaction. 33:3 435-455.	Symbolic Interaction	2010	3	Most stigma research examines people who engage in deviant activities or possess visible and permanent discredited attributes, which lead to ``hard'' or severe consequences. Existing leisure studies focus on the benefits of leisure pursuits. Less attention is paid to the potential costs associated with serious leisure, such as ``soft'' stigma. The snubs and slight embarrassments resulting from soft stigma may jeopardize the rewards people receive from participating in leisure, such as a sense of identity, self-worth, and pride. Using interviews with seventy-four female belly dancers, most of whom belly dance as a form of ``serious leisure,'' this article examines how dancers manage perceptions that they are erotic dancers. Results show that dancers use an interesting set of stigma management techniques and new forms of some existing management strategies to simultaneously protect themselves and enhance the reputation of the group. Implications for how people negotiate soft stigma associated with serious leisure are discussed.	1	Rachel Kraus
Merrill, Bryce. 2010. 'Music to Remember Me By: Technologies of Memory in Home Recording.' Symbolic Interaction. 33:3 456-474.	Symbolic Interaction	2010	2	This article presents ethnographic data on home music recording to advance the concept of technologies of memory as way for interactionists to understand memory work as a practice of self. John Dewey's classic ruminations on memory as process are combined with Tia DeNora's contemporary articulation of music as a technology of the self to explain data on home recording as individually and socially meaningful mnemonic work. This specific case study demonstrates how home recordists use material technologies (technics) and technological practices (techniques) to form and reform the self in everyday life. More generally, this article demonstrates the efficacy of interpretive studies of memory, creativity, technology, and the self in everyday life.	1	Bryce Merrill
Hughey, Matthew. 2010. 'the White Savior Film and Reviewers' Reception.' Symbolic Interaction. 33:3 475-496.	Symbolic Interaction	2010	3	This article documents the collective interpretations of film reviewers, a position typically associated with individual aesthetic judgment rather than socially shared scripts of explanation. Drawing on the reviews of a feature film with implicit racial content, produced in the context of a supposedly ``color-blind'' era, this article documents how reviewers constitute a racialized interpretive community. Reviewers rely on specific cultural frameworks to both contest and reproduce the notion of a ``post-racial'' society. These interpretations equate nonwhites with pathological and dysfunctional traits, frame hard work as a white normative characteristic, and construct deterministic views of both Hollywood's ability to represent progressive racial representations and the educational system's potential. This analysis illustrates how film reviews operate as mediating voices between producer and consumer, and in so doing, the interpretations of the film serve as ``common-sensed'' mappings of the contested terrain of contemporary race relations.	1	Matthew W. Hughey
DiPrete, Thomas, Gregory Eirich & Matthew Pittinsky. 2010. 'Compensation Benchmarking, Leapfrogs, and the Surge in Executive Pay.' American Journal of Sociology. 115:6 1671-1712.	American Journal of Sociology	2010	12	Scholars frequently argue whether the sharp rise in chief executive officer (CEO) pay in recent years is ``efficient'' or is a consequence of ``rent extraction'' because of the failure of corporate governance in individual firms. This article argues that governance failure must be conceptualized at the market rather than the firm level because excessive pay increases for even relatively few CEOs a year spread to other firms through the cognitively and rhetorically constructed compensation networks of ``peer groups,'' which are used in the benchmarking process to negotiate the compensation of CEOs. Counterfactual simulation based on Standard and Poor's ExecuComp data demonstrates that the effects of CEO ``leapfrogging'' potentially explain a considerable fraction of the overall upward movement of executive compensation since the early 1990s.	3	Thomas A. DiPrete; Gregory M. Eirich; Matthew Pittinsky
Diehl, David & Daniel McFarland. 2010. 'Toward a Historical Sociology of Social Situations.' American Journal of Sociology. 115:6 1713-1752.	American Journal of Sociology	2010	4	In recent years there has been a growing call to historicize sociology by paying more attention to the contextual importance of time and place as well as to issues of process and contingency. Meeting this goal requires bringing historical sociology and interactionism into greater conversation via a historical theory of social situations. Toward this end, the authors of this article draw on Erving Goffman's work in Frame Analysis to conceptualize experience in social situations as grounded in multilayered cognitive frames and to demonstrate how such a framework helps illuminate historical changes in situated interaction.	2	David Diehl; Daniel McFarland
Harris, Alexes, Heather Evans & Katherine Beckett. 2010. 'Drawing Blood From Stones: Legal Debt and Social Inequality in the Contemporary United States.' American Journal of Sociology. 115:6 1753-1799.	American Journal of Sociology	2010	16	The expansion of the U. S. penal system has important consequences for poverty and inequality, yet little is known about the imposition of monetary sanctions. This study analyzes national and state-level court data to assess their imposition and interview data to identify their social and legal consequences. Findings indicate that monetary sanctions are imposed on a substantial majority of the millions of people convicted of crimes in the United States annually and that legal debt is substantial relative to expected earnings. This indebtedness reproduces disadvantage by reducing family income, by limiting access to opportunities and resources, and by increasing the likelihood of ongoing criminal justice involvement.	3	Alexes Harris; Heather Evans; Katherine Beckett
McDonnell, Terence. 2010. 'Cultural Objects as Objects: Materiality, Urban Space, and the Interpretation of Aids Campaigns in Accra, Ghana.' American Journal of Sociology. 115:6 1800-1852.	American Journal of Sociology	2010	7	AIDS media lead unexpected lives once distributed through urban space: billboards fade, posters go missing, bumper stickers travel to other cities. The materiality of AIDS campaign objects and of the urban settings in which they are displayed structures how the public interprets their messages. Ethnographic observation of AIDS media in situ and interview data reveal how the materiality of objects and places shapes the availability of AIDS knowledge in Accra, Ghana. Significantly for AIDS organizations, these material conditions often systematically obstruct access to AIDS knowledge for particular groups. Attending to materiality rethinks how scholars assess the cultural power of media.	1	Terence E. McDonnell
Rhomberg, Chris. 2010. 'a Signal Juncture: the Detroit Newspaper Strike and Post-accord Labor Relations in the United States.' American Journal of Sociology. 115:6 1853-1894.	American Journal of Sociology	2010	1	This essay uses a deviant case analysis of the 1995-2000 Detroit newspaper strike to critique and revise theories of strike activity. As the formal institutions regulating industrial relations in the United States have declined, workplace struggles have expanded or reentered into other arenas of the state and civil society. In addition, the essay develops the methodological concept of a ``signal juncture,'' that is, moments of conflict that reveal a ``collision'' of underlying developmental paths. Unlike the more familiar concept of the critical juncture, a signal juncture reveals ongoing structural tensions and conflicting actors within otherwise continuous trends.	1	Chris Rhomberg
Stolzenberg, Ross & James Lindgren. 2010. 'Retirement and Death in Office of Us Supreme Court Justices.' Demography. 47:2 269-298.	Demography	2010	7	We construct demographic models of retirement and death in office of U.S. Supreme Court justices, a group that has gained demographic notice, evaded demographic analysis, and is said to diverge from expected retirement patterns. Models build on prior multistate labor force status studies, and data permit an unusually clear distinction between voluntary and ``induced'' retirement. Using data on every justice from 1789 through 2006, with robust, cluster-corrected, discrete-tune, censored, event-history methods, we (1) estimate retirement effects of pension eligibility, age, health, and tenure on the timing of justices' retirements and deaths in office, (2) resolve decades of debate over the politicized departure hypothesis that justices tend to alter the timing of their retirements for the political benefit or detriment of the incumbent president, (3) reconsider the nature of rationality in retirement decisions, and (4) consider the relevance of organizational conditions as well as personal circumstances to retirement decisions. Methodological issues are addressed.	2	Ross M. Stolzenberg; James Lindgren
Canudas-Romo, Vladimir. 2010. 'Three Measures of Longevity: Time Trends and Record Values.' Demography. 47:2 299-312.	Demography	2010	9	This article examines the trend over time in the measures of ``typical'' longevity experienced by members of a population: life expectancy at birth, and the median and modal ages at death. The article also analyzes trends in record values observed for all three measures. The record life expectancy at birth increased from a level of 44 years in Sweden in 1840 to 82 years in Japan in 2005. The record median age at death shows increasing patterns similar to those observed in life expectancy at birth. However, the record modal age at death changes very little until the second half of the twentieth century: it moved from a plateau level, around age 80, to having a similar pace of increase as that observed for the mean and the median in most recent years. These findings explain the previously observed uninterrupted increase in the record life expectancy. The cause of this increase has changed over time from a dominance of child mortality reductions to a dominance of adult mortality reductions, which became evident by studying trends in the record modal age at death.	1	Vladimir Canudas-Romo
Drefahl, Sven. 2010. 'How Does the Age Gap Between Partners Affect Their Survival?.' Demography. 47:2 313-326.	Demography	2010	2	I use hazard regression methods to examine how the age difference between spouses affects their survival. In many countries, the age difference between spouses at marriage has remained relatively stable for several decades. In Denmark, men are, on average, about three years older than the women they marry. Previous studies of the age gap between spouses with respect to mortality found that having a younger spouse is beneficial, while having an older spouse is detrimental for one's own survival. Most of the observed effects could not be explained satisfactorily until now, mainly because of methodological drawbacks and insufficiency of the data. The most common explanations refer to selection effects, caregiving in later life, and some positive psychological and sociological effects of having a younger spouse. The present study extends earlier work by using longitudinal Danish register data that include the entire history of key demographic events of the whole population from 1990 onward. Controlling for confounding factors such as education and wealth, results suggest that having a younger spouse is beneficial for men but detrimental for women, while having an older spouse is detrimental for both sexes.	1	Sven Drefahl
Liu, Kayuet, Noam Zerubavel & Peter Bearman. 2010. 'Social Demographic Change and Autism.' Demography. 47:2 327-343.	Demography	2010	12	Parental age at child's birth-which has increased for U.S. children in the 1992-2000 birth cohorts-is strongly associated with an increased risk of autism. By turning a social demographic lens on the historical patterning of concordance among twin pairs, we identify a central mechanism for this association: de novo mutations, which are deletions, insertions, and duplications of DNA in the germ cells that are not present in the parents' DNA. Along the way, we show that a demographic eye on the rising prevalence of autism leads to three major discoveries. First, the estimated heritability of autism has been dramatically overstated. Second, heritability estimates can change over remarkably short periods of time because of increases in germ cell mutations. Third, social demographic change can yield genetic changes that, at the population level, combine to contribute to the increased prevalence of autism.	3	Kayuet Liu; Noam Zerubavel; Peter Bearman
Zissimopoulos, Julie & Lynn Karoly. 2010. 'Employment and Self-employment in the Wake of Hurricane Katrina.' Demography. 47:2 345-367.	Demography	2010	1	We use data from the monthly Current Population Survey to examine the short- and longer-term effects of Hurricane Katrina on the labor market outcomes of prime-age individuals in the most affected states-Alabama, Florida, Louisiana, and Mississippi-and for evacuees in any state. We focus on rates of labor force participation, employment, and unemployment, and we extend prior research by also examining rates of self-employment. With the exception of Mississippi, employment and unemployment one year after the hurricane were at similar rates as the end of 2003. This aggregate pattern of labor market shock and recovery has been observed for other disasters but masks important differences among subgroups. Those evacuated from their residences, even temporarily, were a harder-hit group, and evacuees who had yet to return to their pre-Katrina state up to one year later were hit especially hard; these findings hold even after controlling for differences in observable characteristics. We also find evidence of an important role for self-employment as part of post-disaster labor market recovery, especially for evacuees who did not return. This may result from poor job prospects in the wage and salary sector or new opportunities for starting businesses in the wake of Katrina.	2	Julie Zissimopoulos; Lynn A. Karoly
